marker,stem,asp,luokka,freq,infl,prof,lang
suffix,CB/HCB,imp,eka,high,past,C2,chi
suffix,CB/HCB,imp,eka,high,past,B2,fin
suffix,CB/HCB,imp,eka,high,past,A2,fr
suffix,CB/HCB,imp,eka,high,infinite,B2,fin
suffix,CB/HCB,imp,eka,high,infinite,B2,fin
suffix,CB/HCB,imp,eka,high,infinite,B2,fin
suffix,CB/HCB,imp,eka,high,infinite,B2,fin
suffix,CB/HCB,imp,eka,high,infinite,B2,fin
suffix,CB/HCB,imp,eka,high,infinite,B2,eng
suffix,CB/HCB,imp,eka,high,infinite,B2,eng
suffix,CB/HCB,imp,eka,high,infinite,B2,fin
suffix,CB/HCB,imp,eka,high,infinite,B2,fin
suffix,CB/HCB,imp,eka,high,infinite,B2,fin
suffix,CB/HCB,imp,eka,high,infinite,B2,fin
suffix,CB/HCB,imp,eka,high,infinite,A2,eng
suffix,CB/HCB,imp,eka,high,infinite,B2,eng
suffix,CB/HCB,imp,eka,high,infinite,A2,fr
simplex,HCB/CB,imp,eka,high,infinite,B2,eng
simplex,CB/HCB,imp,viides,high,past,B2,eng
simplex,CB/HCB,imp,viides,high,past,B2,fin
suffix,CB/HCB,imp,eka,high,past,B2,eng
suffix,CB/HCB,imp,eka,high,past,B2,eng
suffix,CB/HCB,imp,eka,high,past,A2,eng
suffix,CB/HCB,imp,eka,high,past,B2,eng
suffix,CB/HCB,imp,eka,high,infinite,A2,fr
suffix,CB/HCB,imp,eka,high,infinite,A2,eng
suffix,CB/HCB,imp,eka,high,infinite,B2,eng
suffix,CB/HCB,imp,eka,high,infinite,B2,eng
suffix,CB/HCB,imp,eka,high,infinite,B2,eng
suffix,CB/HCB,imp,eka,high,infinite,B2,eng
suffix,CB/HCB,imp,eka,high,infinite,B1,fr
suffix,CB/HCB,imp,eka,high,infinite,A2,eng
suffix,CB/HCB,imp,eka,high,infinite,B2,fin
suffix,CB/HCB,imp,eka,high,infinite,A2,fr
suffix,CB/HCB,imp,eka,high,infinite,B2,fin
suffix,CB/HCB,imp,eka,high,infinite,B1,fr
suffix,CB/HCB,imp,eka,high,non-past,B2,fin
suffix,CB/HCB,imp,eka,high,non-past,B2,fin
suffix,CB/HCB,imp,eka,high,past,B2,eng
suffix,CB/HCB,imp,eka,high,past,B2,fin
suffix,CB/HCB,imp,eka,high,past,B1,ger
suffix,CB/HCB,imp,eka,high,past,B1,ger
suffix,CB/HCB,imp,eka,high,past,B1,ger
suffix,CB/HCB,imp,eka,high,past,B2,eng
suffix,CB/HCB,imp,eka,high,infinite,B1,eng
suffix,CB/HCB,imp,eka,high,infinite,B1,ger
suffix,CB/HCB,imp,eka,high,non-past,B2,fin
suffix,CB/HCB,imp,eka,low,past,B1,nor
suffix,CB/HCB,imp,eka,low,past,B2,fin
suffix,CB/HCB,imp,eka,low,infinite,B2,fin
suffix,CB/HCB,imp,eka,low,infinite,B2,fin
suffix,CB/HCB,imp,eka,low,past,B1,eng
suffix,CB/HCB,imp,eka,low,infinite,B2,fin
suffix,CB/HCB,imp,eka,low,past,A2,eng
suffix,CB/HCB,imp,viides,low,infinite,B2,fin
suffix,CB/HCB,imp,eka,low,non-past,B2,fin
suffix,CB/HCB,imp,eka,low,past,A2,fr
suffix,CB/HCB,imp,eka,low,non-past,A2,eng
suffix,CB/HCB,imp,eka,low,non-past,A2,eng
suffix,CB/HCB,imp,eka,low,non-past,A2,fr
suffix,CB/HCB,imp,eka,low,past,B2,fin
suffix,CB/HCB,imp,eka,low,infinite,B1,eng
suffix,CB/HCB,imp,eka,low,non-past,B2,fin
suffix,CB/HCB,imp,eka,same,infinite,B2,eng
suffix,CB/HCB,imp,eka,same,infinite,B2,eng
suffix,CB/HCB,imp,eka,same,infinite,B2,fin
simplex,CB/HCB,imp,viides,same,non-past,B2,fin
suffix,CB/HCB,imp,eka,same,past,B2,fin
suffix,CB/HCB,imp,eka,same,past,B2,fin
suffix,CB/HCB,imp,eka,same,past,B2,ger
suffix,CB/HCB,imp,eka,same,past,B2,fin
suffix,CB/HCB,imp,eka,same,past,B2,eng
suffix,CB/HCB,imp,eka,same,past,B1,eng
suffix,CB/HCB,imp,eka,same,past,B2,fin
suffix,CB/HCB,imp,eka,same,past,B2,fin
prefix+suffix,CB/HCB,imp,eka,same,infinite,B2,eng
prefix+suffix,CB/HCB,imp,eka,same,infinite,B2,eng
prefix+suffix,CB/HCB,imp,eka,same,infinite,B2,eng
prefix+suffix,CB/HCB,imp,eka,same,infinite,B2,fin
prefix+suffix,CB/HCB,imp,viides,same,infinite,B2,ger
prefix+suffix,CB/HCB,imp,eka,same,non-past,B2,eng
prefix+suffix,CB/HCB,imp,eka,same,past,Other,ger
prefix+suffix,CB/HCB,imp,eka,same,past,Other,ger
prefix+suffix,CB/HCB,imp,eka,same,past,Other,ger
prefix+suffix,CB/HCB,imp,eka,same,past,Other,ger
prefix+suffix,CB/HCB,imp,eka,same,infinite,B2,fin
prefix+suffix,CB/HCB,imp,eka,same,past,A2,eng
prefix+suffix,CB/HCB,imp,eka,same,infinite,B2,eng
prefix+suffix,CB/HCB,imp,eka,same,past,B2,fin
suffix,CB/HCB,imp,eka,same,non-past,B2,fin
suffix,CB/HCB,imp,eka,same,past,Other,ger
suffix,CB/HCB,imp,eka,same,infinite,B2,fin
suffix,CB/HCB,imp,eka,same,infinite,B2,eng
suffix,CB/HCB,imp,eka,same,infinite,B2,eng
suffix,CB/HCB,imp,toka,same,past,A1,fr
suffix,CB/HCB,imp,eka,same,infinite,B2,fin
suffix,CB/HCB,imp,eka,same,infinite,B2,fr
suffix,CB/HCB,imp,eka,same,past,B2,fin
suffix,CB/HCB,imp,eka,same,past,Other,ger
prefix+suffix,CB/HCB,imp,eka,same,infinite,A2,eng
prefix+suffix,CB/HCB,imp,eka,same,infinite,B2,eng
prefix+suffix,CB/HCB,imp,eka,same,past,B2,eng
prefix+suffix,CB/HCB,imp,eka,same,infinite,B2,fin
prefix+suffix,CB/HCB,imp,eka,low,infinite,B2,fin
prefix+suffix,CB/HCB,imp,eka,low,infinite,B1,eng
prefix,CB/HCB,perf,viides,same,non-past,Other,ger
prefix,CB/HCB,perf,viides,high,infinite,B2,eng
simplex,CB/HCB,imp,viides,high,infinite,B2,eng
suffix,CB/HCB,imp,eka,low,infinite,B2,eng
suffix,CB/HCB,imp,eka,low,infinite,B2,eng
simplex,CB/HCB,imp,viides,high,past,B2,fin
suffix,CB/HCB,imp,eka,low,infinite,B2,eng
suffix,CB/HCB,imp,eka,high,infinite,C1,fr
prefix+suffix,CB/HCB,imp,eka,high,infinite,B2,fin
prefix,CB/HCB,imp,viides,low,non-past,B1,eng
prefix+suffix,CB/HCB,imp,eka,same,infinite,B1,eng
prefix+suffix,CB/HCB,imp,eka,low,infinite,A1,fr
prefix,CB/HCB,perf,viides,same,infinite,B2,eng
prefix+suffix,CB/HCB,imp,eka,low,past,B2,fr
suffix,CB/HCB,imp,eka,high,infinite,B2,eng
suffix,CB/HCB,imp,eka,low,past,A1,fr
prefix+suffix,CB/HCB,imp,eka,low,infinite,B1,eng
prefix+suffix,CB/HCB,imp,eka,same,past,B2,eng
prefix+suffix,CB/HCB,imp,eka,same,past,B2,eng
prefix+suffix,CB/HCB,imp,eka,same,infinite,B1,eng
prefix+suffix,CB/HCB,imp,eka,low,past,B1,eng
prefix+suffix,CB/HCB,imp,eka,low,past,B2,fin
prefix+suffix,CB/HCB,imp,eka,low,past,B2,fin
prefix+suffix,CB/HCB,imp,eka,low,infinite,B2,fin
prefix+suffix,CB/HCB,imp,eka,low,past,B2,eng
prefix+suffix,CB/HCB,imp,toka,high,past,Other,na
suffix,CB/HCB,imp,eka,high,infinite,A1,fr
prefix+suffix,CB/HCB,imp,eka,same,infinite,B2,eng
prefix+suffix,CB/HCB,imp,viides,same,infinite,A2,eng
prefix+suffix,CB/HCB,imp,eka,low,past,B2,fin
prefix+suffix,CB/HCB,imp,eka,same,infinite,B1,eng
prefix+suffix,CB/HCB,imp,eka,low,infinite,B2,eng
prefix+suffix,CB/HCB,imp,eka,same,infinite,B2,fin
prefix+suffix,CB/HCB,imp,eka,low,infinite,B2,eng
suffix,CB/HCB,imp,eka,low,past,B2,fin
suffix,CB/HCB,imp,eka,high,non-past,B2,fin
prefix,CB/HCB,imp,viides,high,infinite,B2,eng
suffix,CB/HCB,imp,eka,low,infinite,A2,eng
suffix,CB/HCB,imp,eka,same,past,B2,fin
suffix,CB/HCB,imp,eka,low,non-past,B2,fin
suffix,CB/HCB,imp,eka,same,infinite,B2,eng
prefix+suffix,CB/HCB,imp,eka,low,infinite,B1,eng
prefix+suffix,CB/HCB,imp,eka,low,infinite,B1,eng
prefix+suffix,CB/HCB,imp,eka,same,past,B1,eng
prefix+suffix,CB/HCB,imp,eka,same,infinite,A2,eng
prefix+suffix,CB/HCB,imp,eka,same,infinite,B2,fin
prefix+suffix,CB/HCB,imp,eka,same,past,B1,eng
prefix+suffix,CB/HCB,imp,eka,same,infinite,B1,eng
prefix+suffix,CB/HCB,imp,eka,same,infinite,B2,eng
prefix+suffix,CB/HCB,imp,eka,high,infinite,B2,fin
prefix+suffix,CB/HCB,imp,eka,same,past,B1,eng
simplex,HCB/CB,imp,eipro,high,non-past,B2,eng
simplex,HCB/CB,imp,viides,high,past,B2,ger
simplex,HCB/CB,imp,eka,high,infinite,Other,ger
simplex,HCB/CB,imp,eka,high,past,B2,fin
simplex,HCB/CB,imp,eka,high,past,B2,fin
simplex,HCB/CB,imp,viides,high,past,Other,ger
simplex,HCB/CB,imp,toka,high,infinite,A1,fr
simplex,HCB/CB,imp,eipro,high,past,B1,ger
simplex,HCB/CB,imp,eipro,high,past,Other,ger
simplex,HCB/CB,imp,eipro,high,past,B2,fin
simplex,HCB/CB,imp,eipro,high,past,B2,eng
simplex,HCB/CB,imp,eipro,high,past,B1,ger
simplex,HCB/CB,imp,eipro,high,past,B1,ger
simplex,HCB/CB,imp,eipro,high,past,B2,fr
simplex,HCB/CB,imp,eipro,high,infinite,A2,eng
simplex,HCB/CB,imp,eipro,high,infinite,B2,eng
simplex,HCB/CB,imp,eipro,high,infinite,B1,eng
simplex,HCB/CB,imp,eipro,high,infinite,B1,eng
simplex,HCB/CB,imp,eipro,high,infinite,B2,eng
simplex,HCB/CB,imp,eipro,high,infinite,Other,ger
simplex,HCB/CB,imp,eipro,high,infinite,B2,eng
simplex,HCB/CB,imp,eipro,high,infinite,B1,eng
simplex,HCB/CB,imp,eipro,high,infinite,B2,fin
simplex,HCB/CB,imp,eipro,high,infinite,B2,fin
simplex,HCB/CB,imp,eipro,high,non-past,A2,fr
simplex,HCB/CB,imp,eka,high,past,B2,fin
simplex,HCB/CB,imp,eka,high,past,B2,fin
simplex,HCB/CB,imp,eka,high,past,B2,fin
simplex,HCB/CB,imp,eka,high,past,B2,fin
simplex,HCB/CB,imp,eka,high,past,B2,fin
simplex,HCB/CB,imp,eka,high,past,B2,fin
simplex,HCB/CB,imp,eka,high,past,B2,fin
simplex,HCB/CB,imp,kolmas,high,past,A1,fr
prefix+suffix,CB/HCB,imp,eka,high,non-past,B2,fin
simplex,HCB/CB,imp,kolmas,high,past,B2,eng
simplex,HCB/CB,imp,kolmas,high,past,B2,eng
simplex,CB/HCB,imp,viides,high,past,B1,ger
simplex,CB/HCB,imp,viides,high,past,B1,ger
simplex,CB/HCB,imp,viides,high,past,A2,fr
simplex,CB/HCB,imp,viides,high,infinite,A2,eng
simplex,CB/HCB,imp,viides,high,infinite,B2,fin
simplex,CB/HCB,imp,viides,high,infinite,B1,ger
simplex,HCB/CB,imp,eka,high,infinite,B2,fin
simplex,HCB/CB,imp,eka,high,non-past,Other,ger
simplex,HCB/CB,imp,eka,high,non-past,A2,eng
simplex,HCB/CB,imp,eka,high,non-past,A2,eng
simplex,HCB/CB,imp,eka,high,kask,B2,eng
simplex,HCB/CB,imp,eka,high,past,B1,ger
simplex,HCB/CB,imp,eka,high,past,B2,eng
simplex,HCB/CB,imp,eka,high,past,B1,eng
simplex,HCB/CB,imp,eka,high,past,B2,eng
simplex,HCB/CB,imp,eka,high,past,B2,fin
simplex,HCB/CB,imp,eka,high,past,B2,eng
simplex,HCB/CB,imp,eka,high,infinite,B2,fin
simplex,HCB/CB,imp,eka,high,infinite,B2,fin
simplex,HCB/CB,imp,eka,high,infinite,B2,fin
simplex,HCB/CB,imp,oma,high,past,B1,ger
simplex,HCB/CB,imp,oma,high,infinite,B1,ger
simplex,HCB/CB,imp,toka,high,past,B1,ger
simplex,HCB/CB,imp,toka,high,past,B2,fin
simplex,HCB/CB,imp,eipro,high,infinite,B2,fin
simplex,HCB/CB,imp,eka,high,past,B2,fin
simplex,HCB/CB,imp,viides,high,infinite,B1,eng
simplex,HCB/CB,imp,viides,high,past,B2,fin
simplex,HCB/CB,imp,viides,high,past,B2,fin
simplex,HCB/CB,imp,viides,high,past,B2,fin
simplex,HCB/CB,imp,viides,high,past,B2,fin
simplex,HCB/CB,imp,viides,high,past,B1,fr
simplex,HCB/CB,imp,viides,high,infinite,Other,ger
simplex,HCB/CB,imp,eipro,high,past,B2,fin
simplex,HCB/CB,imp,eipro,high,past,B2,fin
simplex,HCB/CB,imp,eipro,high,past,A2,eng
simplex,HCB/CB,imp,eipro,high,non-past,B2,fin
simplex,HCB/CB,imp,eipro,high,non-past,A2,eng
simplex,HCB/CB,imp,eipro,high,non-past,B2,jap
simplex,HCB/CB,imp,eipro,high,non-past,B1,eng
simplex,HCB/CB,imp,eipro,high,infinite,B2,eng
suffix,CB/HCB,imp,eka,high,non-past,B2,eng
simplex,HCB/CB,imp,eipro,high,non-past,B2,fin
simplex,HCB/CB,imp,eipro,high,non-past,B2,eng
simplex,HCB/CB,imp,eipro,high,non-past,B1,eng
simplex,HCB/CB,imp,eipro,high,non-past,B1,eng
simplex,HCB/CB,imp,eipro,high,non-past,B1,fr
simplex,HCB/CB,imp,eipro,high,non-past,A2,eng
simplex,HCB/CB,imp,eipro,high,non-past,B2,fin
simplex,HCB/CB,imp,eipro,high,non-past,A2,eng
simplex,HCB/CB,imp,eipro,high,non-past,A2,eng
simplex,HCB/CB,imp,eipro,high,non-past,B1,eng
simplex,HCB/CB,imp,viides,high,past,B1,eng
simplex,HCB/CB,imp,viides,high,past,B2,fin
simplex,HCB/CB,imp,viides,high,past,B2,fin
simplex,HCB/CB,imp,viides,high,past,B2,fin
simplex,HCB/CB,imp,viides,high,non-past,B2,ger
simplex,HCB/CB,imp,eipro,high,past,B1,ger
simplex,HCB/CB,imp,eipro,high,past,B2,eng
simplex,HCB/CB,imp,eipro,high,past,A2,chi
simplex,HCB/CB,imp,eipro,high,past,B2,fin
simplex,HCB/CB,imp,eipro,high,past,B1,ger
simplex,HCB/CB,imp,eipro,high,past,B2,fr
simplex,HCB/CB,imp,eipro,high,past,B1,eng
simplex,HCB/CB,imp,eipro,high,infinite,B2,eng
simplex,HCB/CB,imp,eipro,high,infinite,A2,eng
simplex,HCB/CB,imp,eipro,high,infinite,A2,eng
simplex,HCB/CB,imp,eipro,high,infinite,B2,eng
simplex,HCB/CB,imp,eipro,high,infinite,Other,ger
simplex,HCB/CB,imp,eipro,high,infinite,Other,ger
simplex,HCB/CB,imp,eipro,high,infinite,B2,eng
simplex,HCB/CB,imp,viides,high,infinite,B2,fin
simplex,HCB/CB,imp,viides,high,infinite,B2,eng
suffix,CB/HCB,imp,eka,high,non-past,B1,ger
suffix,CB/HCB,imp,eka,high,past,B2,fin
suffix,CB/HCB,imp,eka,high,past,C2,chi
suffix,CB/HCB,imp,eka,high,past,A2,fr
suffix,CB/HCB,imp,eka,high,past,A2,fr
suffix,CB/HCB,imp,eka,high,past,B2,fin
suffix,CB/HCB,imp,eka,high,past,A2,eng
suffix,CB/HCB,imp,eka,high,infinite,B2,fin
suffix,CB/HCB,imp,eka,high,infinite,B2,fin
suffix,CB/HCB,imp,eka,high,infinite,B2,fin
suffix,CB/HCB,imp,eka,high,infinite,B2,fin
suffix,CB/HCB,imp,eka,high,infinite,A2,eng
suffix,CB/HCB,imp,eka,high,infinite,B2,fr
suffix,CB/HCB,imp,eka,high,infinite,B2,fr
suffix,CB/HCB,imp,eka,high,infinite,B1,eng
suffix,CB/HCB,imp,eka,high,infinite,A2,fr
suffix,CB/HCB,imp,eka,high,infinite,A2,fr
suffix,CB/HCB,imp,eka,high,infinite,A2,fr
suffix,CB/HCB,imp,eka,high,infinite,B1,eng
suffix,CB/HCB,imp,eka,high,infinite,B2,fin
suffix,CB/HCB,imp,eka,high,infinite,B2,fin
suffix,CB/HCB,imp,eka,high,infinite,B2,fin
suffix,CB/HCB,imp,eka,high,infinite,B2,fin
suffix,CB/HCB,imp,eka,high,infinite,B2,fin
suffix,CB/HCB,imp,eka,high,infinite,B2,fin
suffix,CB/HCB,imp,eka,high,infinite,B2,eng
suffix,CB/HCB,imp,eka,high,infinite,B2,eng
simplex,HCB/CB,imp,eka,high,infinite,B1,eng
simplex,HCB/CB,imp,eka,high,past,B1,eng
simplex,HCB/CB,imp,eka,high,past,B2,eng
simplex,HCB/CB,imp,eka,high,past,B1,ger
simplex,HCB/CB,imp,eka,high,infinite,B2,fin
simplex,HCB/CB,imp,eka,high,infinite,B2,eng
simplex,HCB/CB,imp,eka,high,infinite,B2,fin
simplex,HCB/CB,imp,eka,high,infinite,B2,eng
simplex,HCB/CB,imp,toka,high,past,B2,fin
simplex,HCB/CB,imp,toka,high,past,B2,fin
simplex,HCB/CB,imp,toka,high,past,A1,fr
simplex,HCB/CB,imp,toka,high,infinite,B1,jap
simplex,HCB/CB,imp,toka,high,past,Other,ger
simplex,HCB/CB,imp,toka,high,infinite,B2,eng
simplex,HCB/CB,imp,oma,high,non-past,B1,eng
simplex,HCB/CB,imp,oma,high,non-past,B1,eng
simplex,HCB/CB,imp,eka,high,past,B2,fin
simplex,HCB/CB,imp,eka,high,past,A2,eng
simplex,HCB/CB,imp,eka,high,past,B1,eng
simplex,HCB/CB,imp,eka,high,past,B2,fin
simplex,HCB/CB,imp,eka,high,past,B2,eng
simplex,HCB/CB,imp,eka,high,past,B2,eng
simplex,HCB/CB,imp,eka,high,past,B2,fin
simplex,HCB/CB,imp,eka,high,past,A2,eng
simplex,HCB/CB,imp,kolmas,high,past,B2,fin
simplex,HCB/CB,imp,kolmas,high,infinite,B2,fin
simplex,HCB/CB,imp,kolmas,high,non-past,B2,fin
simplex,HCB/CB,imp,kolmas,high,infinite,B2,fin
simplex,HCB/CB,imp,oma,high,past,B2,fin
simplex,HCB/CB,imp,viides,high,past,B2,eng
prefix,HCB/CB,imp,eipro,low,past,B2,fin
simplex,HCB/CB,imp,viides,low,past,B1,ger
simplex,HCB/CB,imp,viides,low,non-past,B2,fin
simplex,HCB/CB,imp,viides,low,non-past,B1,eng
simplex,HCB/CB,imp,viides,low,non-past,B1,eng
simplex,HCB/CB,imp,viides,low,infinite,B2,fin
simplex,HCB/CB,imp,viides,low,infinite,B2,fin
simplex,HCB/CB,imp,viides,low,infinite,A2,fr
simplex,HCB/CB,imp,viides,low,infinite,B2,fin
simplex,HCB/CB,imp,viides,low,infinite,A2,eng
simplex,HCB/CB,imp,eka,low,non-past,B2,eng
simplex,HCB/CB,imp,eka,low,non-past,B2,fin
simplex,HCB/CB,imp,eka,low,past,B2,eng
simplex,HCB/CB,imp,eka,low,past,A2,eng
simplex,HCB/CB,imp,eka,low,past,B1,ger
simplex,HCB/CB,imp,eka,low,past,B1,ger
simplex,HCB/CB,imp,eka,low,infinite,B2,fin
simplex,HCB/CB,imp,eka,low,infinite,B2,fin
simplex,HCB/CB,imp,eka,low,infinite,B2,fin
simplex,HCB/CB,imp,eka,low,infinite,B1,eng
simplex,HCB/CB,imp,eka,low,infinite,A2,kor
simplex,HCB/CB,imp,eka,low,infinite,B2,fin
simplex,HCB/CB,imp,eka,low,infinite,B2,fin
simplex,HCB/CB,imp,eka,low,infinite,B2,eng
simplex,HCB/CB,imp,eka,low,infinite,B2,eng
simplex,HCB/CB,imp,eka,low,infinite,B2,fin
simplex,HCB/CB,imp,eka,low,infinite,B2,fin
simplex,HCB/CB,imp,eka,low,infinite,B2,fin
simplex,HCB/CB,imp,eka,low,infinite,B2,fin
simplex,HCB/CB,imp,eka,low,infinite,B2,fin
simplex,HCB/CB,imp,eka,low,infinite,B2,fin
simplex,HCB/CB,imp,eka,low,infinite,B1,eng
simplex,HCB/CB,imp,viides,low,infinite,B2,fin
simplex,HCB/CB,imp,eipro,low,infinite,B2,fin
prefix+suffix,CB/HCB,imp,eipro,low,infinite,A2,fr
simplex,HCB/CB,imp,viides,same,infinite,A1,fr
simplex,HCB/CB,imp,eka,same,past,B2,eng
simplex,HCB/CB,imp,eka,same,past,B1,ger
simplex,HCB/CB,imp,viides,same,non-past,B2,eng
simplex,HCB/CB,imp,eka,same,infinite,B2,fin
simplex,HCB/CB,imp,eka,same,past,B2,fin
simplex,HCB/CB,imp,eka,same,infinite,B2,ger
simplex,HCB/CB,imp,eka,same,non-past,B2,fin
suffix,CB/HCB,imp,viides,same,past,B1,ger
suffix,CB/HCB,imp,viides,same,past,B1,ger
suffix,CB/HCB,imp,viides,same,past,B1,ger
simplex,HCB/CB,imp,eka,same,past,B2,fin
simplex,HCB/CB,imp,viides,same,infinite,B2,eng
prefix,HCB/CB,imp,eipro,high,non-past,B2,ger
suffix,CB/HCB,imp,eka,same,past,B2,eng
suffix,CB/HCB,imp,eka,same,past,B2,eng
suffix,HCB/CB,imp,eka,high,infinite,B1,ger
simplex,HCB/CB,imp,viides,low,kask,B2,fin
simplex,HCB/CB,imp,viides,low,past,B2,fin
simplex,HCB/CB,imp,viides,low,past,B2,fin
simplex,HCB/CB,imp,viides,low,past,B2,ger
simplex,HCB/CB,imp,viides,low,past,B2,eng
simplex,HCB/CB,imp,viides,low,past,B2,fin
simplex,HCB/CB,imp,viides,low,past,B2,eng
simplex,HCB/CB,imp,eka,high,past,B1,ger
simplex,HCB/CB,imp,eka,high,infinite,A2,eng
simplex,HCB/CB,imp,eka,high,infinite,B2,fin
simplex,HCB/CB,imp,eka,high,infinite,B1,ger
simplex,HCB/CB,imp,oma,high,non-past,B2,fin
simplex,HCB/CB,imp,oma,high,infinite,B1,ger
simplex,HCB/CB,imp,oma,high,infinite,B1,eng
simplex,HCB/CB,imp,oma,high,infinite,B1,eng
simplex,HCB/CB,imp,kolmas,high,past,B2,fin
simplex,HCB/CB,imp,eka,high,past,B2,fin
simplex,HCB/CB,imp,eka,high,past,Other,ger
simplex,HCB/CB,imp,eka,high,past,Other,ger
simplex,HCB/CB,imp,eka,high,past,B2,eng
simplex,HCB/CB,imp,kolmas,high,infinite,Other,ger
simplex,HCB/CB,imp,kolmas,high,infinite,Other,ger
simplex,HCB/CB,imp,kolmas,high,infinite,B2,fin
simplex,HCB/CB,imp,eipro,low,non-past,A2,jap
simplex,HCB/CB,imp,eipro,low,infinite,A2,ger
simplex,HCB/CB,imp,eka,high,past,B1,eng
simplex,HCB/CB,imp,eka,high,past,B2,fin
simplex,HCB/CB,imp,eipro,high,past,B1,ger
simplex,HCB/CB,imp,eipro,high,past,B1,ger
simplex,HCB/CB,imp,eipro,high,past,B1,ger
simplex,HCB/CB,imp,eipro,high,infinite,Other,ger
simplex,HCB/CB,imp,eipro,high,infinite,Other,ger
simplex,HCB/CB,imp,eipro,high,infinite,B1,ger
simplex,HCB/CB,imp,kolmas,high,past,B1,ger
simplex,HCB/CB,imp,eka,high,infinite,A2,fr
simplex,HCB/CB,imp,eka,high,infinite,B1,ger
simplex,HCB/CB,imp,eka,high,infinite,B1,ger
